VALUE,EVT_Fuel,EVT_Name,EVT_LF,SystemGroupID,SystmGrpPhys,SystmGrpName,SAF_SRM,NVCSOrder,NVCSClass,NVCSSubclass,r,g,b,Red,Green,Blue
3114,2114,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,Tree,610,Conifer,Conifer-Oak Forest and Woodland,SAF 250: Blue Oak-Digger Pine,Tree-dominated,Sparse tree canopy,Evergreen open tree canopy,121,217,207,0.474510,0.850980,0.811765
3115,2115,Inter-Mountain Basins Juniper Savanna,Tree,620,Conifer,Juniper Woodland and Savanna,SRM 412: Juniper-Pinyon Woodland,Tree-dominated,Sparse tree canopy,Evergreen sparse tree canopy,78,255,59,0.305882,1.000000,0.231373
3116,2116,Madrean Juniper Savanna,Tree,620,Conifer,Juniper Woodland and Savanna,SRM 735: Sideoats Grama-Sumac-Juniper,Tree-dominated,Sparse tree canopy,Evergreen sparse tree canopy,145,117,84,0.568627,0.458824,0.329412
3117,2117,Southern Rocky Mountain Ponderosa Pine Savanna,Tree,631,Conifer,"Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Sparse tree canopy,Evergreen sparse tree canopy,214,255,181,0.839216,1.000000,0.709804
3118,2118,Southern California Oak Woodland and Savanna,Tree,629,Hardwood,Western Oak Woodland and Savanna,SAF 255: California Coast Live Oak,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,131,222,110,0.513725,0.870588,0.431373
3119,2119,Southern Rocky Mountain Juniper Woodland and Savanna,Tree,620,Conifer,Juniper Woodland and Savanna,SRM 504: Juniper-Pinyon Pine Woodland,Tree-dominated,Sparse tree canopy,Evergreen sparse tree canopy,121,255,94,0.474510,1.000000,0.368627
3120,2120,Willamette Valley Upland Prairie and Savanna,Tree,629,Hardwood,Western Oak Woodland and Savanna,SAF 233: Oregon White Oak,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,203,255,171,0.796078,1.000000,0.670588
3121,2121,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe,Shrub,618,Shrubland,Grassland and Steppe,SRM 505: Grama-Tobosa Shrub,Shrub-dominated,Herbaceous - shrub-steppe,Perennial graminoid steppe,255,204,51,1.000000,0.800000,0.200000
3122,2122,Chihuahuan Gypsophilous Grassland and Steppe,Shrub,618,Shrubland,Grassland and Steppe,SRM 505: Grama-Tobosa Shrub,Shrub-dominated,Herbaceous - shrub-steppe,Perennial graminoid steppe,255,204,51,1.000000,0.800000,0.200000
3123,2123,Columbia Plateau Steppe and Grassland,Herb,618,Shrubland,Grassland and Steppe,SRM 106: Bluegrass Scabland,Shrub-dominated,Herbaceous - shrub-steppe,Perennial graminoid steppe,199,176,129,0.780392,0.690196,0.505882
3124,2124,Columbia Plateau Low Sagebrush Steppe,Shrub,623,Shrubland,Low Sagebrush Shrubland and Steppe,SRM 406: Low Sagebrush,Shrub-dominated,Herbaceous - shrub-steppe,Perennial graminoid steppe,135,106,76,0.529412,0.415686,0.298039
3125,2125,Inter-Mountain Basins Big Sagebrush Steppe,Shrub,604,Shrubland,Big Sagebrush Shrubland and Steppe,SRM 314: Big Sagebrush-Bluebunch Wheatgrass,Shrub-dominated,Herbaceous - shrub-steppe,Perennial graminoid steppe,230,151,41,0.901961,0.592157,0.160784
3126,2126,Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,604,Shrubland,Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Herbaceous - shrub-steppe,Perennial graminoid steppe,219,140,37,0.858824,0.549020,0.145098
3127,2127,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrub,613,Shrubland,Desert Scrub,SRM 403: Wyoming Big Sagebrush,Shrub-dominated,Herbaceous - shrub-steppe,Perennial graminoid steppe,130,101,72,0.509804,0.396078,0.282353
3128,2128,Northern California Coastal Scrub,Shrub,609,Shrubland,Pacific Coastal Scrub,SRM 204: Northern Coastal Shrub,Shrub-dominated,Herbaceous - shrub-steppe,Perennial graminoid steppe,201,116,30,0.788235,0.454902,0.117647
3129,2129,California Central Valley and Southern Coastal Grassland,Herb,617,Grassland,Grassland,SRM 215: Valley Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,235,153,1.000000,0.921569,0.600000
3130,2130,California Mesic Serpentine Grassland,Herb,617,Grassland,Grassland,SRM 215: Valley Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,235,153,1.000000,0.921569,0.600000
3131,2131,California Northern Coastal Grassland,Herb,617,Grassland,Grassland,SRM 214: Coastal Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,248,148,1.000000,0.972549,0.580392
3132,2132,Central Mixedgrass Prairie,Herb,646,Grassland,Mixedgrass Prairie,SRM 704: Blue Grama-Western Wheatgrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,241,140,1.000000,0.945098,0.549020
3133,2133,Chihuahuan Sandy Plains Semi-Desert Grassland,Herb,617,Grassland,Grassland,SRM 713: Grama-Muhly-Threeawn,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,233,135,1.000000,0.913725,0.529412
3134,2134,Columbia Basin Foothill and Canyon Dry Grassland,Herb,617,Grassland,Grassland,SRM 101: Bluebunch Wheatgrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,226,130,1.000000,0.886275,0.509804
3135,2135,Inter-Mountain Basins Semi-Desert Grassland,Herb,617,Grassland,Grassland,SRM 502: Grama-Galetta,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,200,125,1.000000,0.784314,0.490196
3136,2136,Mediterranean California Alpine Dry Tundra,Herb,616,Grassland,Dry Tundra,SRM 213: Alpine Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,211,119,1.000000,0.827451,0.466667
3137,2137,Mediterranean California Subalpine Meadow,Herb,601,Grassland,"Alpine Dwarf-Shrubland, Fell-field and Meadow",SRM 216: Montane Meadows,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,205,112,1.000000,0.803922,0.439216
3138,2138,North Pacific Montane Grassland,Herb,617,Grassland,Grassland,SRM 102: Idaho Fescue,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,198,107,1.000000,0.776471,0.419608
3139,2139,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Herb,617,Grassland,Grassland,SRM 311: Rough Fescue-Bluebunch Wheatgrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,191,102,1.000000,0.749020,0.400000
3140,2140,Northern Rocky Mountain Subalpine-Upper Montane Grassland,Herb,617,Grassland,Grassland,SRM 312: Rough Fescue-Idaho Fescue,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,184,97,1.000000,0.721569,0.380392
3141,2141,Northwestern Great Plains Mixedgrass Prairie,Herb,646,Grassland,Mixedgrass Prairie,SRM 606: Wheatgrass-Bluestem-Needlegrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,176,92,1.000000,0.690196,0.360784
3142,2142,Columbia Basin Palouse Prairie,Herb,617,Grassland,Grassland,SRM 102: Idaho Fescue,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,198,107,1.000000,0.776471,0.419608
3143,2143,Rocky Mountain Alpine Fell-Field,Herb,601,Grassland,"Alpine Dwarf-Shrubland, Fell-field and Meadow",SRM 410: Alpine Rangeland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,171,145,106,0.670588,0.568627,0.415686
3144,2144,Rocky Mountain Alpine Turf,Herb,616,Grassland,Dry Tundra,SRM 410: Alpine Rangeland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,171,145,106,0.670588,0.568627,0.415686
3145,2145,Rocky Mountain Subalpine-Montane Mesic Meadow,Herb,601,Grassland,"Alpine Dwarf-Shrubland, Fell-field and Meadow",SRM 409: Tall Forb,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,163,82,1.000000,0.639216,0.321569
3146,2146,Southern Rocky Mountain Montane-Subalpine Grassland,Herb,617,Grassland,Grassland,SRM 410: Alpine Rangeland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,171,145,106,0.670588,0.568627,0.415686
3147,2147,Western Great Plains Foothill and Piedmont Grassland,Herb,617,Grassland,Grassland,SRM 604: Bluestem-Grama Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,157,77,1.000000,0.615686,0.301961
3148,2148,Western Great Plains Sand Prairie,Herb,647,Grassland,Sand Prairie,SRM 720: Sand Bluestem -Little Bluestem Dunes,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,148,71,1.000000,0.580392,0.278431
3149,2149,Western Great Plains Shortgrass Prairie,Herb,648,Grassland,Shortgrass Prairie,SRM 611: Blue Grama-Buffalograss,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,142,66,1.000000,0.556863,0.258824
3150,2150,Western Great Plains Tallgrass Prairie,Herb,649,Grassland,Tallgrass Prairie,SRM 601: Bluestem Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,137,64,1.000000,0.537255,0.250980
3151,2151,California Central Valley Riparian Woodland and Shrubland,Tree,635,Riparian,Western Riparian Woodland and Shrubland,SRM 203: Riparian Woodland,Tree-dominated,Open tree canopy,Deciduous open tree canopy,81,180,141,0.317647,0.705882,0.552941
3152,2152,California Montane Riparian Systems,Tree,635,Riparian,Western Riparian Woodland and Shrubland,SRM 203: Riparian Woodland,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,81,180,141,0.317647,0.705882,0.552941
3153,2153,Inter-Mountain Basins Greasewood Flat,Shrub,619,Shrubland,Greasewood Shrubland,SRM 501: Saltbush-Greasewood,Shrub-dominated,Shrubland,Evergreen shrubland,194,170,126,0.760784,0.666667,0.494118
3154,2154,Inter-Mountain Basins Montane Riparian Systems,Tree,635,Riparian,Western Riparian Woodland and Shrubland,SAF 235: Cottonwood-Willow,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,73,171,186,0.286275,0.670588,0.729412
3155,2155,North American Warm Desert Riparian Systems,Tree,635,Riparian,Western Riparian Woodland and Shrubland,SRM 203: Riparian Woodland,Tree-dominated,Open tree canopy,Deciduous open tree canopy,81,180,141,0.317647,0.705882,0.552941
3156,2156,North Pacific Lowland Riparian Forest and Shrubland,Tree,632,Riparian,Red Alder Forest and Woodland,SAF 222: Black Cottonwood-Willow,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,67,162,181,0.262745,0.635294,0.709804
3157,2157,North Pacific Swamp Systems,Tree,645,Riparian,Western Red-cedar-Western Hemlock Forest,SAF 222: Black Cottonwood-Willow,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,67,162,181,0.262745,0.635294,0.709804
3158,2158,North Pacific Montane Riparian Woodland and Shrubland,Tree,635,Riparian,Western Riparian Woodland and Shrubland,SAF 222: Black Cottonwood-Willow,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,67,162,181,0.262745,0.635294,0.709804
3159,2159,Rocky Mountain Montane Riparian Systems,Tree,635,Riparian,Western Riparian Woodland and Shrubland,SAF 235: Cottonwood-Willow,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,73,171,186,0.286275,0.670588,0.729412
3160,2160,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Tree,635,Riparian,Western Riparian Woodland and Shrubland,SRM 422: Riparian,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,184,96,24,0.721569,0.376471,0.094118
3161,2161,Northern Rocky Mountain Conifer Swamp,Tree,639,Riparian,Spruce-Fir Forest and Woodland,SAF 235: Cottonwood-Willow,Tree-dominated,Open tree canopy,Evergreen open tree canopy,73,171,186,0.286275,0.670588,0.729412
3162,2162,Western Great Plains Floodplain Systems,Tree,635,Riparian,Western Riparian Woodland and Shrubland,LF 42: Great Plains Riparian,Tree-dominated,Open tree canopy,Deciduous open tree canopy,6,53,122,0.023529,0.207843,0.478431
3163,2163,Pacific Coastal Marsh Systems,Herb,608,Riparian,Pacific Coastal Marsh,SRM 217: Wetlands,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,127,59,1.000000,0.498039,0.231373
3164,2164,Rocky Mountain Wetland-Herbaceous,Herb,635,Riparian,Western Herbaceous Wetland,SRM 422: Riparian,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,184,96,24,0.721569,0.376471,0.094118
3165,2165,Northern Rocky Mountain Foothill Conifer Wooded Steppe,Tree,614,Conifer,Douglas-fir Forest and Woodland,SRM 109: Ponderosa Pine-Shrubland,Tree-dominated,Sparse tree canopy,Evergreen sparse tree canopy,55,146,173,0.215686,0.572549,0.678431
3166,2166,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Tree,614,Conifer,Douglas-fir Forest and Woodland,SAF 210: Interior Douglas-Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,0,51,0,0.000000,0.200000,0.000000
3167,2167,Rocky Mountain Poor-Site Lodgepole Pine Forest,Tree,622,Conifer,Lodgepole Pine Forest and Woodland,SAF 218: Lodgepole Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,163,240,219,0.639216,0.941176,0.858824
3168,2168,Northern Rocky Mountain Avalanche Chute Shrubland,Shrub,612,Shrubland,Deciduous Shrubland,LF 41: Deciduous Shrubland,Shrub-dominated,Shrubland,Deciduous shrubland,128,97,69,0.501961,0.380392,0.270588
3169,2169,Northern Rocky Mountain Subalpine Deciduous Shrubland,Shrub,612,Shrubland,Deciduous Shrubland,LF 41: Deciduous Shrubland,Shrub-dominated,Shrubland,Deciduous shrubland,128,97,69,0.501961,0.380392,0.270588
3170,2170,Klamath-Siskiyou Xeromorphic Serpentine Savanna and Chaparral,Tree,607,Shrubland,Chaparral,SAF 248: Knobcone Pine,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,224,252,192,0.878431,0.988235,0.752941
3171,2171,North Pacific Alpine and Subalpine Dry Grassland,Herb,617,Grassland,Grassland,SRM 103: Green Fescue,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,114,48,1.000000,0.447059,0.188235
3172,2172,Sierran-Intermontane Desert Western White Pine-White Fir Woodland,Tree,643,Conifer,Douglas-fir-Grand Fir-White Fir Forest and Woodland,SAF 211: White Fir,Tree-dominated,Open tree canopy,Evergreen open tree canopy,0,204,0,0.000000,0.800000,0.000000
3173,2173,North Pacific Wooded Volcanic Flowage,Tree,625,Conifer,Douglas-fir-Ponderosa Pine-Lodgepole Pine Forest and Woodland,SAF 218: Lodgepole Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,163,240,219,0.639216,0.941176,0.858824
3174,2174,North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest,Tree,642,Conifer,Western Hemlock-Silver Fir Forest,SAF 226: Coastal True Fir-Hemlock,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,0,71,0,0.000000,0.278431,0.000000
3177,2177,California Coastal Closed-Cone Conifer Forest and Woodland,Tree,610,Conifer-Hardwood,Conifer-Oak Forest and Woodland,SAF 248: Knobcone Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,224,252,192,0.878431,0.988235,0.752941
3178,2178,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,Tree,645,Conifer,Western Red-cedar-Western Hemlock Forest,SAF 227: Western Redcedar-Western Hemlock,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,4,45,117,0.015686,0.176471,0.458824
3179,2179,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna,Tree,631,Conifer,"Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,214,255,181,0.839216,1.000000,0.709804
3180,2180,Introduced Riparian Vegetation,Tree,701,Exotic Tree-Shrub,Introduced Riparian Vegetation,LF 58: Introduced Woody Wetlands and Riparian Vegetation,Shrub-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,255,105,46,1.000000,0.411765,0.180392
3181,2181,Introduced Upland Vegetation-Annual Grassland,Herb,702,Exotic Herbaceous,Introduced Annual Grassland,LF 54: Introduced Upland Vegetation - Herbaceous,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,255,105,46,1.000000,0.411765,0.180392
3182,2182,Introduced Upland Vegetation-Perennial Grassland and Forbland,Herb,703,Exotic Herbaceous,Introduced Perennial Grassland and Forbland,LF 54: Introduced Upland Vegetation - Herbaceous,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,105,46,1.000000,0.411765,0.180392
3183,2183,Introduced Upland Vegetation-Annual and Biennial Forbland,Herb,704,Exotic Herbaceous,Introduced Annual and Biennial Forbland,LF 54: Introduced Upland Vegetation - Herbaceous,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,255,105,46,1.000000,0.411765,0.180392
3184,2184,California Annual Grassland,Herb,702,Exotic Herbaceous,Introduced Annual Grassland,LF 54: Introduced Upland Vegetation - Herbaceous,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,255,105,46,1.000000,0.411765,0.180392
3185,2185,Introduced Wetland Vegetation,Tree,705,Exotic Tree-Shrub,Introduced Wetland Vegetation,LF 59: Introduced Herbaceous Wetland and Riparian Vegetation,Tree-dominated,Open tree canopy,Evergreen open tree canopy,0,132,168,0.000000,0.517647,0.658824
3186,2186,Introduced Upland Vegetation-Shrub,Shrub,706,Shrubland,Introduced Upland Vegetation-Shrub,LF 52: Introduced Upland Vegetation - Shrub,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,255,105,46,1.000000,0.411765,0.180392
3187,2187,Introduced Upland Vegetation-Treed,Tree,707,Exotic Tree-Shrub,Introduced Upland Vegetation-Treed,LF 51: Introduced Upland Vegetation - Tree,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,255,105,46,1.000000,0.411765,0.180392
3191,2191,Recently Logged-Herb and Grass Cover,Herb,710,Grassland,Transitional Herbacous Vegetation,LF 62: Recently Logged - Herbaceous,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,68,25,1.000000,0.266667,0.098039
3192,2192,Recently Logged-Shrub Cover,Shrub,720,Shrubland,Transitional Shrub Vegetation,LF 63: Recently Logged - Shrub,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,255,68,25,1.000000,0.266667,0.098039
3193,2193,Recently Logged-Tree Cover,Tree,730,Conifer,Transitional Forest Vegetation,LF 64: Recently Logged - Tree,Tree-dominated,Open tree canopy,Evergreen open tree canopy,255,68,25,1.000000,0.266667,0.098039
3194,2194,Ruderal Upland-Treed,Tree,740,Conifer-Hardwood,Ruderal Forest,LF 53: Ruderal Forest,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,255,59,20,1.000000,0.231373,0.078431
3195,2195,Recently Burned-Herb and Grass Cover,Herb,710,Grassland,Transitional Herbacous Vegetation,LF 66: Recently Burned - Herbaceous,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial Graminoid or Annual Gramminoid/Forb,255,59,20,1.000000,0.231373,0.078431
3196,2185,Introduced Wetland Vegetation,Shrub,705,Exotic Tree-Shrub,Introduced Wetland Vegetation,LF 59: Introduced Herbaceous Wetland and Riparian Vegetation,Shrub-dominated,Shrubland,Evergreen shrubland,0,132,168,0.000000,0.517647,0.658824
3199,2185,Introduced Wetland Vegetation,Herb,705,Exotic Tree-Shrub,Introduced Wetland Vegetation,LF 59: Introduced Herbaceous Wetland and Riparian Vegetation,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial Graminoid or Annual Gramminoid/Forb,0,132,168,0.000000,0.517647,0.658824
3200,2200,Pseudotsuga menziesii-Quercus garryana Woodland Alliance,Tree,610,Conifer,Conifer-Oak Forest and Woodland,SAF 229: Pacific Douglas-Fir,Tree-dominated,Open tree canopy,Evergreen open tree canopy,0,130,0,0.000000,0.509804,0.000000
3201,2201,Quercus garryana Woodland Alliance,Tree,629,Hardwood,Western Oak Woodland and Savanna,SAF 233: Oregon White Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy,203,255,171,0.796078,1.000000,0.670588
3202,2202,Juniperus occidentalis Wooded Herbaceous Alliance,Tree,620,Conifer,Juniper Woodland and Savanna,SRM 107: Western Juniper-Big Sagebrush-Bluebunch Wheatgrass,Tree-dominated,Open tree canopy,Evergreen open tree canopy,108,255,82,0.423529,1.000000,0.321569
